variant,note,added_features,folds,eval_pr_auc_mean,eval_pr_auc_std,eval_pr_auc_min,eval_pr_auc_max,eval_roc_auc_mean,eval_roc_auc_std,eval_roc_auc_min,eval_roc_auc_max,eval_precision_mean,eval_precision_std,eval_precision_min,eval_precision_max,eval_recall_mean,eval_recall_std,eval_recall_min,eval_recall_max,eval_f1_mean,eval_f1_std,eval_f1_min,eval_f1_max,eval_false_positive_mean,eval_false_positive_std,eval_false_positive_min,eval_false_positive_max,eval_false_negative_mean,eval_false_negative_std,eval_false_negative_min,eval_false_negative_max,total_false_positive,total_false_negative,selection_stage
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__is_operating_income_turn_negative,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, is_operating_income_turn_negative","rolling_3y_cv_ocf_to_total_borrowings, is_operating_income_turn_negative",4,0.7921848675527867,0.019889971143368768,0.7621380784130738,0.8160631398669819,0.9136462046510312,0.005578023831968777,0.9046289668336913,0.9189254527339858,0.6000899649175511,0.04262917078397571,0.5427350427350427,0.6609195402298851,0.8416148834609098,0.0624067132941144,0.7615894039735099,0.9071428571428571,0.6975491378128296,0.020624919225627262,0.676923076923077,0.7264367816091954,90.0,18.57417562100671,59.0,107.0,25.0,9.72111104761179,13.0,36.0,360,100,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_operating_margin__roe,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_operating_margin, roe","rolling_3y_cv_operating_margin, roe",4,0.7890240436813398,0.015521037754671901,0.7633144034892076,0.8016941065689908,0.9134256111404334,0.004478511813438254,0.906335003579098,0.9178242264647795,0.5967250919531588,0.04993338949579768,0.5416666666666666,0.6763005780346821,0.8491469209598349,0.05800391571855184,0.7748344370860927,0.9285714285714286,0.6973567190305692,0.019498957713604513,0.6733167082294265,0.7222222222222222,92.75,21.46363203188128,56.0,110.0,24.0,9.16515138991168,10.0,34.0,371,96,pair_rolling_pool
pair_rolling_pool__roe__delta_accruals_ratio,"rolling 상위 단일 후보 2개 조합: roe, delta_accruals_ratio","roe, delta_accruals_ratio",4,0.792988482233175,0.014156218647424414,0.7690668132508823,0.8059161111427611,0.9136664104194696,0.004545456581118964,0.9060009544261513,0.9177386743245619,0.603418759116789,0.05742416530056236,0.5454545454545454,0.6956521739130435,0.8398000523207477,0.07748324916232706,0.7417218543046358,0.9428571428571428,0.6970642371493156,0.02318253299788553,0.6616161616161617,0.717948717948718,90.0,23.98958107179031,49.0,110.0,25.5,12.05197079319395,8.0,39.0,360,102,pair_rolling_pool
pair_rolling_pool__equity_growth__roe,"rolling 상위 단일 후보 2개 조합: equity_growth, roe","equity_growth, roe",4,0.7931785367397342,0.017605174556907285,0.7642396162476474,0.8101963027098901,0.91472858416116,0.00480234034864225,0.9065497494631353,0.9188814979780813,0.5928310696431149,0.045697904164208755,0.542016806722689,0.6629213483146067,0.8532781994495571,0.05598531190395669,0.7814569536423841,0.9214285714285714,0.6966793028234821,0.021842074423462778,0.6683168316831684,0.7185354691075515,94.25,19.879323429131084,60.0,109.0,23.25,8.78564169540279,11.0,33.0,377,93,pair_rolling_pool
single__inventory_ratio,단일 후보 변수: inventory_ratio,inventory_ratio,4,0.7930220024242096,0.01725286086986684,0.7652463297479162,0.8089834914753699,0.9137471892231831,0.005455523383689053,0.9053268909568122,0.9186059907834102,0.5985394916745775,0.03520920487635942,0.5746606334841629,0.6590909090909091,0.8402402095696797,0.06267080577567503,0.7682119205298014,0.9071428571428571,0.6966407616395605,0.01842541125159298,0.6649616368286445,0.709480122324159,90.5,18.940696924875812,60.0,112.0,25.25,9.908960591303208,13.0,35.0,362,101,single
pair_rolling_pool__gross_margin__delta_accruals_ratio,"rolling 상위 단일 후보 2개 조합: gross_margin, delta_accruals_ratio","gross_margin, delta_accruals_ratio",4,0.7947444769900073,0.015174504987146462,0.7690429589857489,0.8083014314395877,0.9154822828620941,0.003919430701766391,0.9087449296110713,0.9183352272727273,0.6019571215634885,0.037408624558995615,0.5502183406113537,0.6551724137931034,0.8339121763997592,0.05902837068169829,0.7549668874172185,0.9,0.6964733435114153,0.015271322951680228,0.6821705426356589,0.7192575406032483,88.25,17.005513811702368,60.0,103.0,26.25,9.202581159652981,14.0,37.0,353,105,pair_rolling_pool
pair_rolling_pool__treasury_3y_diff__ap_days_diff,"rolling 상위 단일 후보 2개 조합: treasury_3y_diff, ap_days_diff","treasury_3y_diff, ap_days_diff",4,0.7953315037316597,0.01986146044772857,0.7614730326738958,0.8110126488172397,0.9157297338961358,0.005612882274506326,0.9062992125984252,0.9210938873586122,0.5975673559256693,0.0427528884097865,0.5378151260504201,0.6536312849162011,0.8423557954187093,0.059190128096110295,0.7748344370860927,0.9142857142857143,0.6963517963517962,0.02283834859156442,0.6717948717948717,0.7272727272727273,90.75,17.65467360219384,62.0,110.0,25.0,9.433981132056603,12.0,34.0,363,100,pair_rolling_pool
pair_rolling_pool__non_paid_in_equity_ratio__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: non_paid_in_equity_ratio, ocf_deficit_flag","non_paid_in_equity_ratio, ocf_deficit_flag",4,0.7946232341194346,0.023284074803970132,0.7566322525118409,0.8200354094250256,0.9138735221470965,0.00771828978463581,0.9019088523025531,0.9234820957627615,0.6062688739159328,0.06330573836958679,0.5336134453781513,0.7037037037037037,0.830963042200625,0.06903508615983461,0.7549668874172185,0.9071428571428571,0.6963153022916635,0.032642082838560564,0.6563307493540051,0.728538283062645,88.0,23.86419912756345,48.0,111.0,26.75,10.96300597464035,13.0,38.0,352,107,pair_rolling_pool
pair_rolling_pool__non_paid_in_equity_ratio__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: non_paid_in_equity_ratio, negative_equity_flag","non_paid_in_equity_ratio, negative_equity_flag",4,0.7946232341194346,0.023284074803970132,0.7566322525118409,0.8200354094250256,0.9138735221470965,0.00771828978463581,0.9019088523025531,0.9234820957627615,0.6062688739159328,0.06330573836958679,0.5336134453781513,0.7037037037037037,0.830963042200625,0.06903508615983461,0.7549668874172185,0.9071428571428571,0.6963153022916635,0.032642082838560564,0.6563307493540051,0.728538283062645,88.0,23.86419912756345,48.0,111.0,26.75,10.96300597464035,13.0,38.0,352,107,pair_rolling_pool
pair_rolling_pool__non_paid_in_equity_ratio__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: non_paid_in_equity_ratio, is_negative_equity_entry","non_paid_in_equity_ratio, is_negative_equity_entry",4,0.7946232341194346,0.023284074803970132,0.7566322525118409,0.8200354094250256,0.9138735221470965,0.00771828978463581,0.9019088523025531,0.9234820957627615,0.6062688739159328,0.06330573836958679,0.5336134453781513,0.7037037037037037,0.830963042200625,0.06903508615983461,0.7549668874172185,0.9071428571428571,0.6963153022916635,0.032642082838560564,0.6563307493540051,0.728538283062645,88.0,23.86419912756345,48.0,111.0,26.75,10.96300597464035,13.0,38.0,352,107,pair_rolling_pool
pair_rolling_pool__ebitda_margin__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: ebitda_margin, non_paid_in_equity_ratio","ebitda_margin, non_paid_in_equity_ratio",4,0.7961459303286661,0.021091286830624823,0.7633860242433697,0.8174625400470384,0.91467834265645,0.0058519068344959685,0.905112145072775,0.920353982300885,0.5991182474400314,0.05595796734002069,0.532258064516129,0.6845238095238095,0.8446722427682692,0.07332581660961136,0.7615894039735099,0.9428571428571428,0.6963087711425072,0.025210226332484792,0.6632653061224489,0.7210031347962382,91.75,23.466731770743024,53.0,116.0,24.75,11.562331079847178,8.0,36.0,367,99,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__roe,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, roe","rolling_3y_cv_ocf_to_total_borrowings, roe",4,0.7931218171617515,0.013821711932076174,0.7712327866161307,0.8066089028256027,0.914526638630037,0.004275731770819078,0.9078024337866857,0.9189147727272726,0.6003508465349205,0.055762078492205804,0.5271966527196653,0.6804733727810651,0.8398291691751956,0.060581645019501425,0.7615894039735099,0.9,0.696301381177971,0.028344432494673832,0.6649076517150396,0.7297921478060047,90.5,22.02839077191069,54.0,113.0,25.25,9.41740410091868,14.0,36.0,362,101,pair_rolling_pool
pair_rolling_pool__is_operating_income_turn_negative__ocf_to_total_borrowings_diff,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, ocf_to_total_borrowings_diff","is_operating_income_turn_negative, ocf_to_total_borrowings_diff",4,0.7941276803063246,0.018400137468624116,0.7646134809741089,0.8133338517307387,0.9158807729132172,0.004588093202012908,0.9092579336673825,0.921284357967532,0.6011555083009201,0.04785043012162689,0.5493562231759657,0.6728395061728395,0.8398115198818842,0.0726937374588219,0.7218543046357616,0.9142857142857143,0.6962901366648875,0.01743952352495345,0.6780487804878049,0.7242990654205608,90.25,21.787324296480282,53.0,106.0,25.25,10.894379284750462,12.0,42.0,361,101,pair_rolling_pool
pair_rolling_pool__equity_growth__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: equity_growth, is_3y_consecutive_operating_loss","equity_growth, is_3y_consecutive_operating_loss",4,0.795076232966322,0.017043828034797093,0.7664675657814894,0.8086320496730977,0.9150894619979703,0.004443571509902599,0.9075876879026484,0.9191408821593154,0.5991693125931933,0.038229497249174745,0.5625,0.6569767441860465,0.8385877160918552,0.06130249347144517,0.7483443708609272,0.9071428571428571,0.696272374875946,0.019355433183695796,0.6666666666666666,0.7209302325581395,90.0,18.138357147217054,59.0,105.0,25.5,9.394147114027968,13.0,38.0,360,102,pair_rolling_pool
pair_rolling_pool__is_operating_income_turn_negative__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, ocf_deficit_flag","is_operating_income_turn_negative, ocf_deficit_flag",4,0.795334711870772,0.019448320312633882,0.7621685200792093,0.811470671359615,0.9151529204807617,0.0055945831525096145,0.905810069195896,0.9206909687628202,0.6001829392759215,0.04346629563113228,0.5512820512820513,0.6647398843930635,0.8377052514262779,0.0699885503876305,0.7615894039735099,0.9214285714285714,0.6961664134073908,0.02558720720072,0.6580976863753213,0.7268518518518519,89.5,18.472953201911167,58.0,105.0,25.75,11.121488209767612,11.0,37.0,358,103,pair_rolling_pool
pair_rolling_pool__is_operating_income_turn_negative__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, is_3y_consecutive_ocf_deficit","is_operating_income_turn_negative, is_3y_consecutive_ocf_deficit",4,0.795334711870772,0.019448320312633882,0.7621685200792093,0.811470671359615,0.9151529204807617,0.0055945831525096145,0.905810069195896,0.9206909687628202,0.6001829392759215,0.04346629563113228,0.5512820512820513,0.6647398843930635,0.8377052514262779,0.0699885503876305,0.7615894039735099,0.9214285714285714,0.6961664134073908,0.02558720720072,0.6580976863753213,0.7268518518518519,89.5,18.472953201911167,58.0,105.0,25.75,11.121488209767612,11.0,37.0,358,103,pair_rolling_pool
pair_rolling_pool__is_operating_income_turn_negative__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, negative_equity_flag","is_operating_income_turn_negative, negative_equity_flag",4,0.795334711870772,0.019448320312633882,0.7621685200792093,0.811470671359615,0.9151529204807617,0.0055945831525096145,0.905810069195896,0.9206909687628202,0.6001829392759215,0.04346629563113228,0.5512820512820513,0.6647398843930635,0.8377052514262779,0.0699885503876305,0.7615894039735099,0.9214285714285714,0.6961664134073908,0.02558720720072,0.6580976863753213,0.7268518518518519,89.5,18.472953201911167,58.0,105.0,25.75,11.121488209767612,11.0,37.0,358,103,pair_rolling_pool
pair_rolling_pool__is_operating_income_turn_negative__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, is_negative_equity_entry","is_operating_income_turn_negative, is_negative_equity_entry",4,0.795334711870772,0.019448320312633882,0.7621685200792093,0.811470671359615,0.9151529204807617,0.0055945831525096145,0.905810069195896,0.9206909687628202,0.6001829392759215,0.04346629563113228,0.5512820512820513,0.6647398843930635,0.8377052514262779,0.0699885503876305,0.7615894039735099,0.9214285714285714,0.6961664134073908,0.02558720720072,0.6580976863753213,0.7268518518518519,89.5,18.472953201911167,58.0,105.0,25.75,11.121488209767612,11.0,37.0,358,103,pair_rolling_pool
single__corp_bbb_3y,단일 후보 변수: corp_bbb_3y,corp_bbb_3y,4,0.7941475137972032,0.019055391140840944,0.7617291339095047,0.8102135477559816,0.9154605969954132,0.0048976035583286354,0.9071939871152469,0.9198485026079822,0.6016276015855431,0.04391326207770721,0.5521739130434783,0.6705882352941176,0.8353191028066855,0.07035437475584864,0.7549668874172185,0.9071428571428571,0.6960882179653044,0.023315708880800222,0.6632124352331606,0.724373576309795,89.0,19.53202498462461,56.0,104.0,26.0,11.090536506409418,13.0,37.0,356,104,single
pair_rolling_pool__equity_growth__ebitda_margin,"rolling 상위 단일 후보 2개 조합: equity_growth, ebitda_margin","equity_growth, ebitda_margin",4,0.8001696216168691,0.01955918292155752,0.7681335545963844,0.8189839860551427,0.9173370483217789,0.005530713689144721,0.9083273681698878,0.9224564847916544,0.5972083254747892,0.03552424709249181,0.5652173913043478,0.6551724137931034,0.8415555746681574,0.07111521075735935,0.7549668874172185,0.9142857142857143,0.6959459334142879,0.023031251781238996,0.6582278481012658,0.7207207207207207,91.0,18.411952639521967,60.0,108.0,25.0,11.113055385446435,12.0,37.0,364,100,pair_rolling_pool
pair_rolling_pool__equity_growth__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: equity_growth, ocf_deficit_flag","equity_growth, ocf_deficit_flag",4,0.79548946328049,0.017124292436507187,0.7664675657814894,0.8086320496730977,0.9153153142706976,0.004526794824737859,0.9075876879026484,0.9191408821593154,0.600456411321237,0.03866461865118243,0.5625,0.6569767441860465,0.8343263524554916,0.05876833172753374,0.7483443708609272,0.9071428571428571,0.6957088474692716,0.018649255372672358,0.6666666666666666,0.7186761229314421,89.0,17.72004514666935,59.0,105.0,26.25,9.12071817347735,13.0,38.0,356,105,pair_rolling_pool
pair_rolling_pool__equity_growth__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: equity_growth, negative_equity_flag","equity_growth, negative_equity_flag",4,0.79548946328049,0.017124292436507187,0.7664675657814894,0.8086320496730977,0.9153153142706976,0.004526794824737859,0.9075876879026484,0.9191408821593154,0.600456411321237,0.03866461865118243,0.5625,0.6569767441860465,0.8343263524554916,0.05876833172753374,0.7483443708609272,0.9071428571428571,0.6957088474692716,0.018649255372672358,0.6666666666666666,0.7186761229314421,89.0,17.72004514666935,59.0,105.0,26.25,9.12071817347735,13.0,38.0,356,105,pair_rolling_pool
pair_rolling_pool__equity_growth__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: equity_growth, is_negative_equity_entry","equity_growth, is_negative_equity_entry",4,0.79548946328049,0.017124292436507187,0.7664675657814894,0.8086320496730977,0.9153153142706976,0.004526794824737859,0.9075876879026484,0.9191408821593154,0.600456411321237,0.03866461865118243,0.5625,0.6569767441860465,0.8343263524554916,0.05876833172753374,0.7483443708609272,0.9071428571428571,0.6957088474692716,0.018649255372672358,0.6666666666666666,0.7186761229314421,89.0,17.72004514666935,59.0,105.0,26.25,9.12071817347735,13.0,38.0,356,105,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__ocf_deficit_flag,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, ocf_deficit_flag","rolling_3y_cv_ocf_to_total_borrowings, ocf_deficit_flag",4,0.7931126184121793,0.018506079608961185,0.7654417373073349,0.8160631398669819,0.9136108911337822,0.005227826117586806,0.9052851348126939,0.9189254527339858,0.5970897221359379,0.04391254300051722,0.5427350427350427,0.6609195402298851,0.8418989743700009,0.05650885728877734,0.7615894039735099,0.9071428571428571,0.6956917313192964,0.01925459810268288,0.675,0.7209302325581395,91.25,18.872930350107268,59.0,107.0,25.0,8.74642784226795,13.0,36.0,365,100,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, negative_equity_flag","rolling_3y_cv_ocf_to_total_borrowings, negative_equity_flag",4,0.7931126184121793,0.018506079608961185,0.7654417373073349,0.8160631398669819,0.9136108911337822,0.005227826117586806,0.9052851348126939,0.9189254527339858,0.5970897221359379,0.04391254300051722,0.5427350427350427,0.6609195402298851,0.8418989743700009,0.05650885728877734,0.7615894039735099,0.9071428571428571,0.6956917313192964,0.01925459810268288,0.675,0.7209302325581395,91.25,18.872930350107268,59.0,107.0,25.0,8.74642784226795,13.0,36.0,365,100,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, is_negative_equity_entry","rolling_3y_cv_ocf_to_total_borrowings, is_negative_equity_entry",4,0.7931126184121793,0.018506079608961185,0.7654417373073349,0.8160631398669819,0.9136108911337822,0.005227826117586806,0.9052851348126939,0.9189254527339858,0.5970897221359379,0.04391254300051722,0.5427350427350427,0.6609195402298851,0.8418989743700009,0.05650885728877734,0.7615894039735099,0.9071428571428571,0.6956917313192964,0.01925459810268288,0.675,0.7209302325581395,91.25,18.872930350107268,59.0,107.0,25.0,8.74642784226795,13.0,36.0,365,100,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__non_paid_in_equity_ratio,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, non_paid_in_equity_ratio","rolling_3y_cv_ocf_to_total_borrowings, non_paid_in_equity_ratio",4,0.7926069084488986,0.02082299092284306,0.7586269615163154,0.8153226825306303,0.9117888527049101,0.005682308538358175,0.9028513481269387,0.9179437965187833,0.5964620747827605,0.04645787311307285,0.5371900826446281,0.6609195402298851,0.8440364202574467,0.06848039417225107,0.7615894039735099,0.9285714285714286,0.6954583705739004,0.024459868848364704,0.6649746192893401,0.728538283062645,91.75,19.753164303473,59.0,112.0,24.75,10.755812382149477,10.0,36.0,367,99,pair_rolling_pool
pair_rolling_pool__equity_growth__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: equity_growth, is_3y_consecutive_ocf_deficit","equity_growth, is_3y_consecutive_ocf_deficit",4,0.795785923132854,0.016622196060913533,0.7676534051909458,0.8086320496730977,0.9153406662153409,0.004483523038498972,0.9076890956812217,0.9191408821593154,0.5998729050971705,0.03924627088629274,0.5601659751037344,0.6569767441860465,0.8343263524554916,0.05876833172753374,0.7483443708609272,0.9071428571428571,0.695298338438073,0.019291045434594385,0.6650246305418719,0.7186761229314421,89.25,17.949582167838894,59.0,106.0,26.25,9.12071817347735,13.0,38.0,357,105,pair_rolling_pool
pair_rolling_pool__ap_days_diff__ocf_to_total_borrowings_diff,"rolling 상위 단일 후보 2개 조합: ap_days_diff, ocf_to_total_borrowings_diff","ap_days_diff, ocf_to_total_borrowings_diff",4,0.7991527200540266,0.019738011919952492,0.7664934364272806,0.8150525580975223,0.9169590198909607,0.005999194919755275,0.9071581961345742,0.9220169372326086,0.6013409961685824,0.041638802503204286,0.5555555555555556,0.6666666666666666,0.8356635775923855,0.08101876002343113,0.7284768211920529,0.9285714285714286,0.6952921230585226,0.019963775297781077,0.6666666666666666,0.7231121281464531,89.25,20.07952937695503,55.0,104.0,26.0,12.509996003196804,10.0,41.0,357,104,pair_rolling_pool
pair_rolling_pool__equity_growth__is_operating_income_turn_negative,"rolling 상위 단일 후보 2개 조합: equity_growth, is_operating_income_turn_negative","equity_growth, is_operating_income_turn_negative",4,0.7963788534914908,0.016949232107180724,0.7678803742989684,0.8105074389789872,0.9155792258401534,0.004582692136932491,0.9077010260081126,0.918793588466272,0.6036012588973911,0.036723248654859895,0.5677966101694916,0.6585365853658537,0.8298901981021186,0.07800493059242018,0.7152317880794702,0.9285714285714286,0.6952916130470246,0.019612458724542377,0.6683291770573566,0.7186761229314421,87.5,18.364367672206956,56.0,102.0,27.0,11.937336386313323,10.0,43.0,350,108,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, is_3y_consecutive_operating_loss","rolling_3y_cv_ocf_to_total_borrowings, is_3y_consecutive_operating_loss",4,0.7920987241132,0.018140919011923794,0.7654417373073349,0.8160631398669819,0.9129773684065096,0.004921226138274148,0.9052851348126939,0.9189254527339858,0.593229551776192,0.043261053292367034,0.5427350427350427,0.6609195402298851,0.8490012470972736,0.062413704052416114,0.7615894039735099,0.9090909090909091,0.6952344540786379,0.018662391891464628,0.675,0.7191011235955056,93.75,20.339309231141552,59.0,109.0,23.75,9.54921462739214,13.0,36.0,375,95,pair_rolling_pool
pair_rolling_pool__ocf_deficit_flag__is_3y_consecutive_ocf_deficit,"rolling 상위 단일 후보 2개 조합: ocf_deficit_flag, is_3y_consecutive_ocf_deficit","ocf_deficit_flag, is_3y_consecutive_ocf_deficit",4,0.7925233427188902,0.01778622206456404,0.7621685200792093,0.8055551216532566,0.9145694083150118,0.005105820812474081,0.905810069195896,0.918610443650003,0.5980933175681594,0.042222978905504444,0.5517241379310345,0.6629213483146067,0.8366250609214185,0.0596912553084114,0.7757575757575758,0.9142857142857143,0.6949685067792604,0.024287920835265008,0.6580976863753213,0.7173252279635258,90.0,17.549928774784245,60.0,104.0,26.0,9.772410142846033,12.0,37.0,360,104,pair_rolling_pool
pair_rolling_pool__ocf_deficit_flag__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: ocf_deficit_flag, negative_equity_flag","ocf_deficit_flag, negative_equity_flag",4,0.7925233427188902,0.01778622206456404,0.7621685200792093,0.8055551216532566,0.9145694083150118,0.005105820812474081,0.905810069195896,0.918610443650003,0.5980933175681594,0.042222978905504444,0.5517241379310345,0.6629213483146067,0.8366250609214185,0.0596912553084114,0.7757575757575758,0.9142857142857143,0.6949685067792604,0.024287920835265008,0.6580976863753213,0.7173252279635258,90.0,17.549928774784245,60.0,104.0,26.0,9.772410142846033,12.0,37.0,360,104,pair_rolling_pool
pair_rolling_pool__ocf_deficit_flag__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: ocf_deficit_flag, is_negative_equity_entry","ocf_deficit_flag, is_negative_equity_entry",4,0.7925233427188902,0.01778622206456404,0.7621685200792093,0.8055551216532566,0.9145694083150118,0.005105820812474081,0.905810069195896,0.918610443650003,0.5980933175681594,0.042222978905504444,0.5517241379310345,0.6629213483146067,0.8366250609214185,0.0596912553084114,0.7757575757575758,0.9142857142857143,0.6949685067792604,0.024287920835265008,0.6580976863753213,0.7173252279635258,90.0,17.549928774784245,60.0,104.0,26.0,9.772410142846033,12.0,37.0,360,104,pair_rolling_pool
pair_rolling_pool__is_3y_consecutive_ocf_deficit__negative_equity_flag,"rolling 상위 단일 후보 2개 조합: is_3y_consecutive_ocf_deficit, negative_equity_flag","is_3y_consecutive_ocf_deficit, negative_equity_flag",4,0.7925233427188902,0.01778622206456404,0.7621685200792093,0.8055551216532566,0.9145694083150118,0.005105820812474081,0.905810069195896,0.918610443650003,0.5980933175681594,0.042222978905504444,0.5517241379310345,0.6629213483146067,0.8366250609214185,0.0596912553084114,0.7757575757575758,0.9142857142857143,0.6949685067792604,0.024287920835265008,0.6580976863753213,0.7173252279635258,90.0,17.549928774784245,60.0,104.0,26.0,9.772410142846033,12.0,37.0,360,104,pair_rolling_pool
pair_rolling_pool__is_3y_consecutive_ocf_deficit__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: is_3y_consecutive_ocf_deficit, is_negative_equity_entry","is_3y_consecutive_ocf_deficit, is_negative_equity_entry",4,0.7925233427188902,0.01778622206456404,0.7621685200792093,0.8055551216532566,0.9145694083150118,0.005105820812474081,0.905810069195896,0.918610443650003,0.5980933175681594,0.042222978905504444,0.5517241379310345,0.6629213483146067,0.8366250609214185,0.0596912553084114,0.7757575757575758,0.9142857142857143,0.6949685067792604,0.024287920835265008,0.6580976863753213,0.7173252279635258,90.0,17.549928774784245,60.0,104.0,26.0,9.772410142846033,12.0,37.0,360,104,pair_rolling_pool
pair_rolling_pool__negative_equity_flag__is_negative_equity_entry,"rolling 상위 단일 후보 2개 조합: negative_equity_flag, is_negative_equity_entry","negative_equity_flag, is_negative_equity_entry",4,0.7925233427188902,0.01778622206456404,0.7621685200792093,0.8055551216532566,0.9145694083150118,0.005105820812474081,0.905810069195896,0.918610443650003,0.5980933175681594,0.042222978905504444,0.5517241379310345,0.6629213483146067,0.8366250609214185,0.0596912553084114,0.7757575757575758,0.9142857142857143,0.6949685067792604,0.024287920835265008,0.6580976863753213,0.7173252279635258,90.0,17.549928774784245,60.0,104.0,26.0,9.772410142846033,12.0,37.0,360,104,pair_rolling_pool
single__usd_krw_diff,단일 후보 변수: usd_krw_diff,usd_krw_diff,4,0.7945513217333355,0.020153805281924262,0.7621360044488086,0.8174004685957595,0.9154051084159038,0.00540708997991588,0.9068837986160821,0.9218997245501964,0.5977523783333962,0.03713433236254392,0.5594713656387665,0.6569767441860465,0.8382089282130673,0.06898981465801543,0.7483443708609272,0.9071428571428571,0.694885899290162,0.01945349007160102,0.6666666666666666,0.7210884353741497,90.5,18.472953201911167,59.0,106.0,25.5,10.688779163215974,13.0,38.0,362,102,single
single__market_spread_diff,단일 후보 변수: market_spread_diff,market_spread_diff,4,0.7970207784308005,0.019423969414180807,0.7647209234479091,0.8166453224896304,0.9158105546130586,0.005235660082634536,0.9076890956812216,0.9220022856473071,0.5979500867046768,0.03232519320735673,0.5541125541125541,0.6453488372093024,0.8381985357357873,0.07438119386597515,0.7350993377483444,0.9142857142857143,0.6947402529840512,0.014546406071477322,0.6821705426356589,0.7194570135746606,90.25,18.019087102292392,61.0,107.0,25.5,11.412712210513327,12.0,40.0,361,102,single
pair_rolling_pool__is_operating_income_turn_negative__is_3y_consecutive_operating_loss,"rolling 상위 단일 후보 2개 조합: is_operating_income_turn_negative, is_3y_consecutive_operating_loss","is_operating_income_turn_negative, is_3y_consecutive_operating_loss",4,0.7931538378714929,0.019074856124388917,0.7621685200792093,0.811470671359615,0.9145875795716707,0.005485675939164844,0.905810069195896,0.9206909687628202,0.5994216818940318,0.04325638707566148,0.5512820512820513,0.6647398843930635,0.8348643423353689,0.06792538792428124,0.7615894039735099,0.9214285714285714,0.6946860085839627,0.0238835974152114,0.6580976863753213,0.7209302325581395,89.5,18.472953201911167,58.0,105.0,26.25,10.848386976873567,11.0,37.0,358,105,pair_rolling_pool
pair_rolling_pool__rolling_3y_cv_ocf_to_total_borrowings__ar_days,"rolling 상위 단일 후보 2개 조합: rolling_3y_cv_ocf_to_total_borrowings, ar_days","rolling_3y_cv_ocf_to_total_borrowings, ar_days",4,0.7938054083275057,0.02158379300365401,0.7588224803588575,0.8178918529021374,0.9145011706853867,0.0067629316103826,0.9030004772130756,0.9201122311434098,0.5920082212488159,0.04046396133590541,0.5413223140495868,0.6497175141242938,0.8488524375734641,0.06865965928926784,0.7615894039735099,0.9357142857142857,0.6943160438857888,0.019693150353626444,0.6683417085427136,0.7218390804597701,93.75,18.793283374652763,62.0,111.0,24.0,10.700467279516348,9.0,36.0,375,96,pair_rolling_pool
